"2 camere tip Studio , acces metrou Aparatori, in constructie",56 600 €,"Bucuresti, Sectorul 4",50 m²,https://www.storia.ro/ro/oferta/2-camere-tip-studio-acces-metrou-aparatori-in-constructie-IDEZSR.html
"Titan-Potcoava-Metrou -3 camere, etaj 5, reabilitat",106 500 €,"Bucuresti, Sectorul 3",59 m²,https://www.storia.ro/ro/oferta/titan-potcoava-metrou-3-camere-etaj-5-reabilitat-IDEhtP.html
Militari 3 min metrou Lujerului garsoniera 40 mp decomandata bloc 1989,84 500 €,"Bucuresti, Sectorul 6",40 m²,https://www.storia.ro/ro/oferta/militari-3-min-metrou-lujerului-garsoniera-40-mp-decomandata-bloc-1989-IDFfEe.html
Studio Nou | Mobilat & Utilat Complet | Parcare Inclusă | Comision 0%,65 500 €,"Bucuresti, Sectorul 6",33 m²,https://www.storia.ro/ro/oferta/studio-nou-mobilat-utilat-complet-parcare-inclus-comision-0-IDFpVE.html
Eleganță urbană – Apartament 3 camere Bragadiru| 75 mp,95 500 €,Bragadiru,75 m²,https://www.storia.ro/ro/oferta/elegan-urban-apartament-3-camere-bragadiru-75mp-IDE60p.html
OFERTA BLACK FRIDAY! Bucatarie la comanda lux + electrocasnice,172 300 €,Otopeni,143 m²,https://www.storia.ro/ro/oferta/oferta-black-friday-bucatarie-la-comanda-lux-electrocasnice-IDErKT.html
"Vand apartament 2 camere Hils Republica, Metrou, Basarabia",86 000 €,"Bucuresti, Sectorul 3",59 m²,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-hils-republica-metrou-basarabia-IDF7Zp.html
"Apartament 3 camere cu parcare – Strada Rezervelor, demisol înalt, 52",62 999 €,Dudu,52 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-cu-parcare-strada-rezervelor-demisol-nalt-52-IDDZ9v.html
Oportunitate | Garsoniera | Tei | Decomandata | Bloc 1989,71 000 €,"Bucuresti, Sectorul 2",40 m²,https://www.storia.ro/ro/oferta/oportunitate-garsoniera-tei-decomandata-bloc-1989-IDEJ2Y.html
"Apartament de vanzare 2 camere Otopeni, complex Toscana",87 000 €,Otopeni,45 m²,https://www.olx.ro/d/oferta/apartament-de-vanzare-2-camere-otopeni-complex-toscana-IDgZo8v.html
"Apartament 2 camere, mobilat si utilat, strada Teius, Sector 5",80 900 €,"Bucuresti, Sectorul 5",44 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-mobilat-si-utilat-strada-teius-sector-5-IDF8Gc.html
2 Camere Ideal Investitie -Incalzire in pardoseala Parcare Bonus,70 394 €,"Bucuresti, Sectorul 3",39 m²,https://www.storia.ro/ro/oferta/2-camere-ideal-investitie-incalzire-in-pardoseala-parcare-bonus-IDFmVm.html
"Apartament 2 camere,decomandat,Str Diamantului Bragadiru",67 500 €,Bragadiru,54 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-str-diamantului-bragadiru-IDFmJO.html
Central Address Residence - Apartament 3 camere.,127 360 €,"Bucuresti, Sectorul 5",80 m²,https://www.storia.ro/ro/oferta/central-address-residence-apartament-3-camere-IDlIZn.html
De vanzare garsoniera dubla cu incalzire in pardoseala - Sos. Salaj,67 900 €,"Bucuresti, Sectorul 5",50 m²,https://www.storia.ro/ro/oferta/de-vanzare-garsoniera-dubla-cu-incalzire-in-pardoseala-sos-salaj-IDBPai.html
"2 camere decomandat – încălzire în pardoseală, natura, dezvoltator",96 550 €,"Bucuresti, Sectorul 6",57 m²,https://www.storia.ro/ro/oferta/2-camere-decomandat-nclzire-n-pardoseal-natura-dezvoltator-IDFshw.html
Central Address Residence - 2 camere,123 200 €,"Bucuresti, Sectorul 5",77 m²,https://www.storia.ro/ro/oferta/central-address-residence-2-camere-IDmgd0.html
De vanzare Apartament 2 camere Mega Mall Pantelimon,82 900 €,"Bucuresti, Sectorul 2",51 m²,https://www.storia.ro/ro/oferta/de-vanzare-apartament-2-camere-mega-mall-pantelimon-IDFqcr.html
Apartament 2 camere nemobilat Unirii - Cantemir T99,85 000 €,"Bucuresti, Sectorul 3",55 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-nemobilat-unirii-cantemir-t99-IDE6Nk.html
Apartament 2 camere cu terasa - Eleganta si confort urban Bragadiru,85 500 €,Bragadiru,82 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-cu-terasa-eleganta-si-confort-urban-bragadiru-IDCU41.html
"Apartament 3 camere Teiul Doamnei – Aleea Teiul Doamnei, reabilitat",85 000 €,"Bucuresti, Sectorul 2",47 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-teiul-doamnei-aleea-teiul-doamnei-reabilitat-IDEo9u.html
Apartament 3 camere Baneasa/Ambasada Americii,420 000 €,"Bucuresti, Sectorul 1",132 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-baneasa-ambasada-americii-IDFhaR.html
Garsoniera etaj 1 cu parcare intabulata separat,46 500 €,Bragadiru,32 m²,https://www.storia.ro/ro/oferta/garsoniera-etaj-1-cu-parcare-intabulata-separat-IDEIiD.html
Central Address Residence 3 camere,132 675 €,"Bucuresti, Sectorul 5",92 m²,https://www.storia.ro/ro/oferta/central-address-residence-3-camere-IDmep2.html
Apartament de vânzare Parter+Loc Parcare+Boxa(Superb),"110 000 €
Prețul e negociabil","Bucuresti, Sectorul 3",53 m²,https://www.olx.ro/d/oferta/apartament-de-vanzare-parter-loc-parcare-boxasuperb-IDjW7FJ.html
Apartament 2 camere tip Studio – Str. Weiner Pallada – Bloc Nou,65 000 €,"Bucuresti, Sectorul 6",40 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-tip-studio-str-weiner-pallada-bloc-nou-IDFjfV.html
"Apartament decomandat - 2 camere, finisaje moderne, zona Grand Arena",73 500 €,"Bucuresti, Sectorul 4",51 m²,https://www.storia.ro/ro/oferta/apartament-decomandat-2-camere-finisaje-moderne-zona-grand-arena-IDDEhl.html
Apartament 4 Camere Calea Mosilor - metrou Obor,176 000 €,"Bucuresti, Sectorul 2",80 m²,https://www.storia.ro/ro/oferta/apartament-4-camere-calea-mosilor-metrou-obor-IDEGPy.html
Vanzare proproprietar Apartament 2 camere Avangarde residential,"63 800 €
Prețul e negociabil",Rosu,,https://www.olx.ro/d/oferta/vanzare-proproprietar-apartament-2-camere-avangarde-residential-IDjQQin.html
Penthouse spectaculos cu vedere catre parc,2 700 000 €,"Bucuresti, Sectorul 1",342 m²,https://www.storia.ro/ro/oferta/penthouse-spectaculos-cu-vedere-catre-parc-IDBBet.html
Apartament 3 camere Piata Muncii – Decebal/Calea Calarasi,204 990 €,"Bucuresti, Sectorul 3",70 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-piata-muncii-decebal-calea-calarasi-IDDHjW.html
"Apartament 2 camere, 68 mp, Strada Frumusani, Comision 0",87 000 €,"Bucuresti, Sectorul 4",55 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-68-mp-strada-frumusani-comision-0-IDENBF.html
Central Address Residence - zona 13 Septembrie-Marriott-Viilor-Carol,229 500 €,"Bucuresti, Sectorul 5",135 m²,https://www.storia.ro/ro/oferta/central-address-residence-zona-13-septembrie-marriott-viilor-carol-IDmhfX.html
De vanzare | Apartament 3 Camere la Parter | Brick Lofts Floreasca,360 000 €,"Bucuresti, Sectorul 2",82 m²,https://www.storia.ro/ro/oferta/de-vanzare-apartament-3-camere-la-parter-brick-lofts-floreasca-IDFfSl.html
Apartament 3 camere Giurgiului B3,78 000 €,"Bucuresti, Sectorul 4",68 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-giurgiului-b3-IDEnNi.html
Central Address Residence - 4 camere,209 600 €,"Bucuresti, Sectorul 5",131 m²,https://www.storia.ro/ro/oferta/central-address-residence-4-camere-IDmgf1.html
Prelungirea Ghencea 2 Camere 56Mp | Decomandat,76 490 €,Bragadiru,56 m²,https://www.storia.ro/ro/oferta/prelungirea-ghencea-2-camere-56mp-decomandat-IDEMGI.html
Apartament 2 camere decomandat-renovat 2025-Drumul Taberei Parc/PLazza,"127 000 €
Prețul e negociabil","Bucuresti, Sectorul 6",49 m²,https://www.olx.ro/d/oferta/apartament-2-camere-decomandat-renovat-2025-drumul-taberei-parc-plazza-IDjQVIw.html
"Direct proprietar, bloc 2025, ap. 2 cam., mobilat nou, mutare imediata",89 000 €,Popesti,68 m²,https://www.storia.ro/ro/oferta/direct-proprietar-bloc-2025-ap-2-cam-mobilat-nou-mutare-imediata-IDFnV4.html
Direct Propietar Vând Garsonieră Zona Andronache București,"58 000 €
Prețul e negociabil","Bucuresti, Sectorul 2",32 m²,https://www.olx.ro/d/oferta/direct-propietar-vand-garsoniera-zona-andronache-bucuresti-IDjVutx.html
Apartament 3 camere Obor | Mihai Bravu,105 000 €,"Bucuresti, Sectorul 2",62 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-obor-mihai-bravu-IDFp5e.html
Garsoniera decomandata - Gorjului - PROPRIETAR,72 500 €,"Bucuresti, Sectorul 6",36 m²,https://www.storia.ro/ro/oferta/garsoniera-decomandata-gorjului-proprietar-IDEXcX.html
Garsoniera langa parc si scoala,37 450 €,Chiajna,30 m²,https://www.storia.ro/ro/oferta/garsoniera-langa-parc-si-scoala-IDDCdL.html
"Apartament 2 camere, decomandat Gorjului",69 999 €,"Bucuresti, Sectorul 6",41 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-gorjului-IDFdxQ.html
Garsoniera moderna - open space - Complex Pollux - Militari Residence,48 500 €,"Bucuresti, Sectorul 6",29 m²,https://www.storia.ro/ro/oferta/garsoniera-moderna-open-space-complex-pollux-militari-residence-IDFhQz.html
Apartament 3 Camere -Spatios- Ghencea- NOU,134 000 €,"Bucuresti, Sectorul 5",86 m²,https://www.olx.ro/d/oferta/apartament-3-camere-spatios-ghencea-nou-IDjDAX3.html
De vanzare | Apartament 3 Camere mobilat TVA 0 | Cortina North Pipera,259 000 €,"Bucuresti, Sectorul 1",67 m²,https://www.storia.ro/ro/oferta/de-vanzare-apartament-3-camere-mobilat-tva-0-cortina-north-pipera-IDFfTh.html
"Apartament 2 camere,decomandat,Str Diamantului Bragadiru",67 500 €,Bragadiru,54 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-str-diamantului-bragadiru-IDFmJO.html
"Apartament spatios 3 camere 0% comision,60Mp,2 bai, Militari Residence",72 000 €,Rosu,60 m²,https://www.storia.ro/ro/oferta/apartament-spatios-3-camere-0-comision-60mp-2-bai-militari-residence-IDENQp.html
Apartament 2 Camere RATE LA DEZVOLTATOR | Bucuresti - SECTOR 5,71 500 €,"Bucuresti, Sectorul 5",58 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-rate-la-dezvoltator-bucuresti-sector-5-IDEO93.html
Garsoniera Decomandata/Cristalului-Bragadiru,57 500 €,Bragadiru,38 m²,https://www.storia.ro/ro/oferta/garsoniera-decomandata-cristalului-bragadiru-IDFtib.html
"Apartament modern cu spatiu optimizat, bloc nou -zona Grand Arena Mall",78 660 €,"Bucuresti, Sectorul 4",44 m²,https://www.storia.ro/ro/oferta/apartament-modern-cu-spatiu-optimizat-bloc-nou-zona-grand-arena-mall-IDEgWH.html
Apartament de vanzare 3 camere,95 000 €,Buftea,,https://www.olx.ro/d/oferta/apartament-de-vanzare-3-camere-IDjXBYa.html
3 Rooms Penthouse + Terrace 16SQM + Parking | H Pipera Lake - Porsche,199 980 €,"Bucuresti, Sectorul 2",80 m²,https://www.storia.ro/ro/oferta/3-rooms-penthouse-terrace-16sqm-parking-h-pipera-lake-porsche-IDE4Aa.html
De Vanzare Garsoniera 32Mp Prelungirea Ghencea -Avangarde| Decomandata,49 990 €,"Bucuresti, Sectorul 6",32 m²,https://www.storia.ro/ro/oferta/de-vanzare-garsoniera-32mp-prelungirea-ghencea-avangarde-decomandata-IDFhy0.html
Vanzare Apartament 4 Camere Unirii - Piata Unirii - Fantani,350 000 €,"Bucuresti, Sectorul 3",92 m²,https://www.storia.ro/ro/oferta/vanzare-apartament-4-camere-unirii-piata-unirii-fantani-IDDL9K.html
Vanzare Apartament | 2 Camere | H Pipera Lake,136 500 €,Voluntari,44 m²,https://www.storia.ro/ro/oferta/vanzare-apartament-2-camere-h-pipera-lake-IDFhvU.html
Apartament 3 camere cu loc de parcare -Darwin Residence Tunari/Otopeni,156 900 €,Tunari,75 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-cu-loc-de-parcare-darwin-residence-tunari-otopeni-IDBgni.html
Piata Resita Aleea Slatioara 38mp Et.3 Liber Renovat Contorizat Intab,59 500 €,"Bucuresti, Sectorul 4",38 m²,https://www.storia.ro/ro/oferta/piata-resita-aleea-slatioara-38mp-et-3-liber-renovat-contorizat-intab-IDErpM.html
"Splaiul Unirii, Piscina , Finisaje premium",77 025 €,"Bucuresti, Sectorul 4",40 m²,https://www.storia.ro/ro/oferta/splaiul-unirii-piscina-finisaje-premium-IDECJX.html
"Apartament 2 camere, ansamblu 6 blocuri, str Ilie Petre",59 200 €,"Bucuresti, Sectorul 6",41 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-ansamblu-6-blocuri-str-ilie-petre-IDFlHy.html
Garsoniera complet mobilata si utilata Militari Residence Tineretului,54 900 €,"Bucuresti, Sectorul 6",35 m²,https://www.storia.ro/ro/oferta/garsoniera-complet-mobilata-si-utilata-militari-residence-tineretului-IDFsgM.html
"Garsoniera, Mutare Imediata, Bucatarie inchisa",75 420 €,"Bucuresti, Sectorul 4",42 m²,https://www.storia.ro/ro/oferta/garsoniera-mutare-imediata-bucatarie-inchisa-IDEu2M.html
"Proprietar - Apartament 2 camere – locație exclusivă, Unirii 55",200 000 €,"Bucuresti, Sectorul 3",60 m²,https://www.olx.ro/d/oferta/proprietar-apartament-2-camere-locatie-exclusiva-unirii-55-IDjWwjQ.html
Central Address Residence - 3 camere,187 000 €,"Bucuresti, Sectorul 5",110 m²,https://www.storia.ro/ro/oferta/central-address-residence-3-camere-IDmesK.html
Central Address Residence - 3 camere,127 360 €,"Bucuresti, Sectorul 5",80 m²,https://www.storia.ro/ro/oferta/central-address-residence-3-camere-IDlJqG.html
Apartament 2 Camere Finisaje Premium!,73 500 €,"Bucuresti, Sectorul 4",51 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-finisaje-premium-IDFmFn.html
De vanzare apartament 2 camere renovat modern Gorjului/Apusului A501,79 900 €,"Bucuresti, Sectorul 6",52 m²,https://www.storia.ro/ro/oferta/de-vanzare-apartament-2-camere-renovat-modern-gorjului-apusului-a501-IDFfr8.html
Vanzare Apartament 2 camere rate fixe la dezvoltator 30 ani,76 000 €,Bragadiru,68 m²,https://www.storia.ro/ro/oferta/vanzare-apartament-2-camere-rate-fixe-la-dezvoltator-30-ani-IDDBTq.html
Apartamente 2 camere,"180 000 €
Prețul e negociabil","Bucuresti, Sectorul 1",41 m²,https://www.olx.ro/d/oferta/apartamente-2-camere-IDjSFt5.html
"Apartament 2 camere Colentina – Teiul Doamnei, bloc reabilitat",82 990 €,"Bucuresti, Sectorul 2",44 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-colentina-teiul-doamnei-bloc-reabilitat-IDDnum.html
Central Address Residence - 3 CAMERE,124 875 €,"Bucuresti, Sectorul 5",93 m²,https://www.storia.ro/ro/oferta/central-address-residence-3-camere-IDmen2.html
"Apartament 2 camere, la cheie, Ghencea-Cubic 4, et. 3/4",88 000 €,"Bucuresti, Sectorul 6",50 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-la-cheie-ghencea-cubic-4-et-3-4-IDE7mE.html
"Apartament de vanzare Hils Republica, Basarabia, Metrou Republica",90 000 €,"Bucuresti, Sectorul 3",57 m²,https://www.storia.ro/ro/oferta/apartament-de-vanzare-hils-republica-basarabia-metrou-republica-IDF2qo.html
Apartament 2 camere - Ideal pentru familie - Bragadiru vsv Mc Donald's,77 500 €,Bragadiru,56 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-ideal-pentru-familie-bragadiru-vsv-mc-donalds-IDE7g1.html
Apartament 3 camere zona Rahova Sălaj,68 000 €,"Bucuresti, Sectorul 5",46 m²,https://www.storia.ro/ro/oferta/apartament-3-camere-zona-rahova-slaj-IDEu8e.html
Central Address Residence - -zona 13 Septembrie -Marriott-Viilor,185 300 €,"Bucuresti, Sectorul 5",109 m²,https://www.storia.ro/ro/oferta/central-address-residence-zona-13-septembrie-marriott-viilor-IDmhdV.html
Apartament Tip Studio Start Vanzari Weiner Residence Imobil 7,46 700 €,"Bucuresti, Sectorul 6",41 m²,https://www.storia.ro/ro/oferta/apartament-tip-studio-start-vanzari-weiner-residence-imobil-7-IDAS9l.html
Central Address Residence - zona 13 Septembrie-Marriott-Viilor-Carol,224 400 €,"Bucuresti, Sectorul 5",132 m²,https://www.storia.ro/ro/oferta/central-address-residence-zona-13-septembrie-marriott-viilor-carol-IDmf8R.html
Garsoniera mobilata-Str.Orhideelor-Militari Residence,49 000 €,"Bucuresti, Sectorul 6",30 m²,https://www.storia.ro/ro/oferta/garsoniera-mobilata-str-orhideelor-militari-residence-IDFcYv.html
Central Address Residence- 4 CAMERE,211 200 €,"Bucuresti, Sectorul 5",132 m²,https://www.storia.ro/ro/oferta/central-address-residence-4-camere-IDmenr.html
Central Address Residence -zona 13 Septembrie -Marriott-Viilor,212 500 €,"Bucuresti, Sectorul 5",125 m²,https://www.storia.ro/ro/oferta/central-address-residence-zona-13-septembrie-marriott-viilor-IDmhg5.html
Apartament 2 camere Grand Arena 62mp,78 483 €,"Bucuresti, Sectorul 4",63 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-grand-arena-62mp-IDF8Mq.html
Metrou Aparatori 12 min - GATA 2 camere 40 mpu mutare rapida TVA0,79 900 €,"Bucuresti, Sectorul 4",40 m²,https://www.storia.ro/ro/oferta/metrou-aparatori-12-min-gata-2-camere-40-mpu-mutare-rapida-tva0-IDF8pv.html
Studio modern West Avenue Residence cu parc privat și siguranță 24/7,61 600 €,Chiajna,44 m²,https://www.storia.ro/ro/oferta/studio-modern-west-avenue-residence-cu-parc-privat-i-siguran-24-7-IDFfHp.html
Central Address Residence - 3 camere duplex,156 600 €,"Bucuresti, Sectorul 5",108 m²,https://www.storia.ro/ro/oferta/central-address-residence-3-camere-duplex-IDmf2E.html
Central Address Residence - 4 camere,222 700 €,"Bucuresti, Sectorul 5",131 m²,https://www.storia.ro/ro/oferta/central-address-residence-4-camere-IDmgea.html
Garsoniera Demisol Militari Residence OFERTA,33 000 €,Dudu,25 m²,https://www.storia.ro/ro/oferta/garsoniera-demisol-militari-residence-oferta-IDFdGG.html
"Apartament 2 camere,cu rate la dezvoltator pe 30 de ani,Bragadiru",76 000 €,Bragadiru,69 m²,https://www.storia.ro/ro/oferta/apartament-2-camere-cu-rate-la-dezvoltator-pe-30-de-ani-bragadiru-IDDCSZ.html
